ROW_NAMES	CBX1_average	CBX3_average	CBX5_average	CBX7_average	CBX8_average	MSH2_average	MSH3_average	MSH6_average	PARP1_average	RPA1_average	RPA2_average	RPA3_average	XRCC5_average	XRCC6_average	SSBP1_average	SPIN1_average	WDR76_average	
gi|68299770|ref|NP_056227.2|	-0.7443701	1.268929	0.4447364	9.412899	-1.021858	0	-0.4857389	-0.4589176	-0.7024244	-0.4023447	0	-0.6753656	-0.703722	0	0	0	21.65327	
gi|157151755|ref|NP_001098016.1|	0.5569707	-0.8500325	0	28.25787	-1.53864	0	0	0	0.06613235	0	0	0	0	-0.6323112	0	-0.6082409	27.0406	
gi|126362983|ref|NP_057136.2|	2.857355	1.974376	-0.5095929	-0.4400074	10.63663	0	0	-0.5312724	-0.590684	0	0	-1.033343	0	0	0	-0.7963604	14.86319	
gi|239787829|ref|NP_056525.2|	-1.227725	5.358007	20.56268	-0.08871467	-1.862068	0	0	0	1.93829	0	0	-0.230603	0	0	0	0	25.66382	
gi|372266127|ref|NP_001243193.1|	-0.4972094	0.1717351	0	14.99383	-0.06391946	-0.2219424	0	-0.4916046	1.057139	0	0	-0.9540072	0	0	0	-0.5895615	15.30034	
gi|51173878|ref|NP_073564.3|	-1.524038	-1.496335	-0.9219226	55.63782	-2.062832	0	-0.7449013	0	0	0	0	-2.049345	0	0	0	0	52.13366	
gi|62912476|ref|NP_004131.3|	0	-0.6259296	-0.452831	10.47091	-0.3855173	0	-0.554766	-0.5247641	1.507535	0	0	-0.9576601	-0.7536585	0	0	0	24.90434	
gi|45643123|ref|NP_002524.2|	-1.181384	0.8055609	-0.8262104	-1.043412	0.5372831	0	0	0	61.07534	0	0	-1.453498	0	0	0	0	13.81737	
gi|55770900|ref|NP_060791.3|	-2.191515	-1.800325	-0.958383	0	-2.88671	0	0	0	55.39613	0	0	0	0	0	0	-1.865298	79.34515	
gi|7661958|ref|NP_055554.1|	-1.387122	0	0	-1.224406	115.0502	-1.484188	0	0	-2.2702	0	0	-3.988622	0	-3.50533	-1.623384	427.085	-3.760823	
gi|4506643|ref|NP_000989.1|	-0.6803184	-0.5811588	0	0.1273478	-0.6965661	0	-0.4652245	0	25.31814	0	0	0	0	0	0	-0.05068943	11.62	
gi|4505815|ref|NP_003548.1|	-0.5555338	0	-0.3295103	9.376968	3.087879	0	0	0	-0.2898514	0	0	-0.6276653	0	0	0	-0.5091741	18.70495	
gi|6005721|ref|NP_009106.1|	-1.211459	0	-0.694954	-0.6973967	-1.762616	0	0	-0.6548464	-0.1066179	-0.006122761	0	-0.7919564	-1.09558	10.58431	0	54.55577	0	
gi|38261962|ref|NP_060649.3|	421.9653	18.26409	-3.136368	-1.127806	-3.083721	-1.290988	0	-2.736429	0	0	0	-4.592402	0	-1.140945	0	-4.605787	0	
gi|21281677|ref|NP_644810.1|	-1.092154	-1.144143	0	-0.7667224	1.082718	0	-0.6478104	0	28.27723	0	0	-0.8492575	0	0	0	-1.074673	30.77067	
gi|38327634|ref|NP_006764.3|	0	-0.9869914	0	-0.1858389	1.347908	0	-0.7519963	0	26.69565	0	0	0	0	0	0	-0.5564996	23.28043	
gi|237649012|ref|NP_001153408.1|	-0.8557395	5.054163	0.1941553	0	0.05020386	0	0	0	14.8736	0	0	-1.000002	0	0	0	-0.7630201	13.78896	
gi|19913369|ref|NP_006444.2|	0	-0.731219	-0.5940157	-0.02967448	0.8910793	0	0	0	22.76801	0	0	0	0	0	0	-1.025827	29.67651	
gi|78042577|ref|NP_060537.3|	-0.6052482	0.3864458	-0.1150165	7.70662	-0.6695054	0	0	0	-0.6542138	0	0	0.4952566	0	0	0	0	22.49975	
gi|215982791|ref|NP_000250.3|	-2.102725	-2.191979	-0.03446518	9.907559	-2.774447	0	0	0	-2.018834	0	0	-2.08112	0	0	0	0	147.1675	
gi|297374777|ref|NP_001172004.1|	-0.1915689	-1.72536	0	-0.999209	43.60287	0	0	0	-1.65086	0	0	0	0	-1.025487	0	49.09328	0	
gi|156415992|ref|NP_057104.2|	-0.6991281	-0.2707136	0	2.891746	12.67303	0	-0.677527	0	7.070396	0	0	0	0	0	0	0	15.67888	
gi|269847398|ref|NP_079184.2|	-2.953903	-4.832685	-1.522467	-4.318117	0	0	0	0	0	0	0	0	0	0	0	12.00831	541.0521	
gi|126032348|ref|NP_004658.3|	0	0	0	0	0	0	0	0	-1.211984	3.323922	-0.7984857	202.2163	0	-1.444017	0	0	-1.095331	
gi|27501458|ref|NP_071375.1|	0	0	0	-0.02967448	0	-0.3509359	-0.635599	0	-1.133213	10.25909	0.105872	61.65994	0	0	0	-0.9750117	-0.7800963	
gi|48762926|ref|NP_005040.2|	-0.6991281	-0.2707136	0	0	4.454594	0	0	0	15.26688	0	0	0	0	0	0	-0.6527684	27.65234	
gi|61835148|ref|NP_005078.2|	-1.430783	0	0	0	69.03462	0	0	0	-0.6409474	0	0	0	0	-0.7968638	0	51.2043	-1.786255	
gi|20070356|ref|NP_003735.3|	0.1020999	0.5615279	0	12.54372	13.4972	0	0	0	-0.5592636	0	0	0	0	0	0	-0.6056555	1.721102	
gi|240849353|ref|NP_001155197.1|	14.79171	27.86572	6.513466	-0.5776875	-1.480436	0	-0.6110877	0	-0.9767627	0	0	0.5518292	0	0	0	-0.6940436	-0.755585	
gi|39725634|ref|NP_056130.2|	-0.8219361	0	0	-0.788489	-1.388952	0	0	0	1.971728	0	0	0	0	0	0	83.67756	8.27411	
gi|147903302|ref|NP_078873.2|	27.87991	10.82326	1.22078	3.377388	0	0	0	0	0	0	0	-1.106684	0	0	0	0	1.693022	
gi|27883842|ref|NP_005171.4|	-0.9601866	-0.9723678	0	18.76223	34.438	0	0	0	0	0	0	0	0	0	0	-0.3511913	-0.7204398	
gi|183396783|ref|NP_001116855.1|	-1.118573	-0.5502497	0	32.19391	20.71438	0	-0.6097463	0	-0.9740799	0	0	-0.8111933	0	0	0	4.278939	0	
gi|348041302|ref|NP_477352.3|	0	0	0	24.05228	23.55204	0	-0.5313082	0	0.4279695	-0.4597345	0	0	0	0	0	-0.7664302	-0.6966312	
gi|259013556|ref|NP_004851.2|	0	0	0	0	66.04587	0	0	0	-0.4910298	0	0	0	-0.9360675	0	0	62.50249	0	
gi|73747829|ref|NP_039269.2|	-4.296086	0	0	0	0	0	0	0	358.7456	0	0	-6.131256	0	19.45088	0	0	0	
gi|321400107|ref|NP_001189472.1|	27.99695	0	0	0	0	0	0	0	-0.4464039	0	0	-1.027065	0	19.09729	0	1.671551	0	
gi|5803221|ref|NP_006775.1|	0	-0.7555749	0	-0.6046772	-1.514334	0	0	0	52.98398	0	0	0	0	0	0	0	29.54268	
gi|18860847|ref|NP_570711.1|	-0.9996743	-0.9878562	-1.298295	0	0	0	0	0	0	0	233.6164	-1.681513	0	0	0	4.904403	-1.567614	
gi|5901892|ref|NP_009017.1|	0	0	0	0	0	33.32653	-0.4799247	0	0.422585	0	0	-0.9006454	0	0	0	26.66984	0	
gi|375493536|ref|NP_001243616.1|	-0.8591496	0	0	36.9173	0	0	0	0	-0.5158584	0	0	0	0	0	0	-0.6142641	24.8509	
gi|153791384|ref|NP_001093115.1|	0	0	0	24.35554	0	0	0	0	-0.7532257	0	0	0	0	0	0	0	49.53061	
gi|112293285|ref|NP_006708.2|	0	0	-2.261918	0	0	-0.9069033	-1.191566	0	0	0	0	-1.393014	0	0	0	577.7542	-0.9870924	
gi|71274144|ref|NP_001025053.1|	55.37071	2.556674	19.84423	0	0	0	0	0	0	0	0	0.02414193	0	0	0	0	-1.364423	
gi|284813531|ref|NP_002430.3|	0	0	0	0	-1.640375	608.3885	598.9312	0	-2.569528	0	0	-2.755736	0	0	0	0	-1.551967	
gi|167234419|ref|NP_005110.2|	0	0	0	0	74.31537	0	0	0	0	0	0	0	0	-2.356839	0	367.2996	0	
gi|7662046|ref|NP_055542.1|	-0.572475	5.024132	0	0	0	0	0	0	0	0	0	0	0	0	0	173.9132	-0.9932611	
gi|39652628|ref|NP_055427.2|	0	0	0	13.63959	0	0	0	0	-0.7997214	0	0	0	-0.6334267	-0.504174	0	48.74019	-0.8273373	
gi|62953127|ref|NP_004417.2|	0	0	0	16.74159	16.50475	0	0	0	0	0	0	0	0	0	0	0.1138909	0	
gi|29788768|ref|NP_821080.1|	-0.8008883	-0.7536161	-0.4896898	0.585892	-0.7659094	-0.03458479	0.3854913	0.09237834	-0.7169969	0	16.78317	-0.823191	3.327655	-0.439618	0	-0.7698229	2.307256	
gi|4507729|ref|NP_001060.1|	-1.024668	-0.9773958	-0.5736072	0.2502226	-0.8218543	-0.1464746	0.04982187	-0.1873462	-0.9407765	25.39175	0	-1.15886	7.312942	-0.6074528	0	-0.8817127	1.579972	
gi|41399285|ref|NP_955472.1|	-24.16377	-24.26057	-13.03034	-16.00167	-34.38102	1.806455	30.02313	101.5639	-16.85515	11.14054	-7.345261	-22.93992	10.97876	-15.81011	337.6022	14.20775	-27.45465	
gi|195972866|ref|NP_000412.3|	-94.93116	458.4805	-53.14287	-56.82223	-115.4949	-10.91537	-16.52229	61.50757	-82.28415	1353.03	163.1134	-120.3821	-19.76792	96.3084	312.4496	-84.47408	-99.29283	
gi|4758012|ref|NP_004850.1|	14.83642	-15.14389	15.20042	-40.84901	-61.35356	69.94063	114.023	262.1372	-65.80579	-7.985799	-35.52773	14.54754	33.80193	-4.158271	-26.31746	33.88118	-65.20783	
gi|55956788|ref|NP_005372.2|	-30.62255	-28.06578	-16.63342	-14.54343	-41.77917	-4.21913	-3.379233	0.6672617	1091.686	-9.960951	-15.98884	-37.99219	-23.68048	17.57841	-17.96138	-9.092246	-28.88887	
gi|294459921|ref|NP_001170884.1|	-9.265498	-6.127814	-5.762675	-6.215492	-13.80405	24.74398	-2.368495	6.012483	-9.034832	7.77792	20.60555	-12.13592	87.2961	25.30421	34.42306	-4.768756	-11.03443	
gi|66346679|ref|NP_001018077.1|	-10.90954	-8.556318	-5.822708	-6.780146	-14.6611	3.374887	2.254115	16.15543	-9.997408	1.869873	-4.681081	-13.57781	-9.817595	-4.938647	4.79819	374.5824	-11.20336	
gi|33239451|ref|NP_872590.1|	-8.838968	-8.574576	-0.7058503	-2.696165	-11.01943	-2.555183	479.4695	-5.568445	-8.188089	-1.457267	-4.234405	-8.847394	-7.979896	-5.661898	-3.050121	-7.695263	-8.102099	
gi|4502491|ref|NP_001203.1|	-22.20096	-15.20985	-11.77582	-18.54758	47.19429	17.75573	20.62431	76.34133	-20.81333	-17.18168	-18.5204	-28.23778	-30.35012	-17.63146	-6.733003	362.2006	-28.53756	
gi|5174447|ref|NP_006089.1|	-7.491318	-12.27159	-10.10368	-10.69216	-23.50867	39.40692	28.11444	81.76179	2.999014	1.536978	-9.860042	-23.10506	-11.61654	-4.145706	42.99926	45.78297	-11.42646	
gi|387527974|ref|NP_001248342.1|	-2.495153	-2.152429	-1.209663	-2.334631	-6.269669	7.58002	5.06816	8.151865	-2.399937	1.634408	-2.61681	-4.214163	1.659155	-0.6280438	50.04485	-2.228834	-4.25273	
gi|25777602|ref|NP_002799.3|	16.0453	3.524264	-3.57541	-3.247153	-0.03228624	2.982456	11.1616	4.111482	12.98762	-3.682324	-3.832928	-8.714168	-3.964419	-1.699478	-4.04079	12.14872	-0.298752	
gi|24430151|ref|NP_002793.2|	2.451194	-2.561368	-0.5476	-1.544213	6.434091	4.315124	3.274572	15.86823	2.081824	-2.15489	-2.255685	-4.838013	-1.61175	-0.9956273	-0.6332077	3.440588	-3.838925	
gi|389616156|ref|NP_001254503.1|	-1.890644	-5.923627	2.644748	-3.726669	-8.280165	30.91145	14.0668	16.75883	-1.275358	-0.7629429	-2.614006	-5.064427	-0.03097822	-0.6316948	-2.818069	12.06355	-3.093617	
gi|148470406|ref|NP_001091676.1|	-10.41919	-8.72039	-1.885926	-6.387583	-12.69334	-2.623238	-5.090899	0.9720148	-3.642302	5.077933	-5.729734	-12.66374	-1.925943	10.80171	304.2288	2.079725	-10.91369	
gi|5031569|ref|NP_005727.1|	2.848872	-4.484101	-2.008863	-4.367325	63.25505	5.660024	5.396394	11.48779	-4.770602	-3.504548	-2.422598	-6.946255	-5.191681	-2.7645	4.851254	-3.067893	-5.783958	
gi|24432106|ref|NP_066997.3|	-5.754403	-6.427007	-2.884069	-4.009424	-8.158116	-1.208252	-2.645411	-2.928117	-5.336015	-3.454098	-3.941997	-8.54517	-4.352348	-4.258635	-1.557154	403.0439	-7.211662	
gi|21361181|ref|NP_000692.2|	1.259094	-3.836186	-3.448075	-3.510729	-8.434303	8.797674	12.44095	17.33176	6.470762	-1.263466	37.08616	-6.710958	4.741546	-2.00918	-3.607358	-1.768189	-4.808178	
gi|365192532|ref|NP_001242941.1|	3.466378	-5.452717	-3.242807	-3.999213	-8.276397	24.49769	23.94876	27.17736	4.5979	-3.664034	-1.197362	-8.774224	-7.120768	-0.4642769	14.49341	17.25677	-6.728949	
gi|4503529|ref|NP_001407.1|	-4.787874	-9.95169	-6.016645	-6.655737	-7.573262	3.061458	14.04909	67.66431	7.250234	-3.509845	-5.829364	-5.911732	0.8326548	4.644673	5.636655	22.53673	-11.13968	
gi|150418007|ref|NP_006258.3|	7.734199	-1.832907	-2.117098	-1.763232	-4.679735	8.623272	23.59636	8.766919	-2.11254	-1.228801	-1.850507	-1.937673	-3.164315	-2.129228	-0.1656974	3.440588	-3.182363	
gi|21735621|ref|NP_005909.2|	-2.53671	1.400167	-2.020172	-3.262226	-6.712126	7.479364	9.298866	26.43883	-4.91694	6.916898	-1.958929	-3.267635	4.150217	9.79955	-0.6847434	-1.50913	-5.551376	
gi|34098946|ref|NP_004550.2|	-3.309226	-2.738153	-2.062226	-1.507077	-5.210293	19.02665	1.769161	3.463916	7.875363	-1.788854	-1.461895	-4.675512	-3.535947	5.040606	-2.294682	32.29493	6.604642	
gi|4506003|ref|NP_002699.1|	0.2429158	32.41814	-0.6040478	-0.6735816	-0.9398864	2.166629	-0.6583712	0.3638473	2.666391	-0.8076114	0	-1.584185	0	1.69898	-0.7971466	2.148139	-1.557523	
gi|73760405|ref|NP_001027454.1|	17.52471	-3.755662	-1.531668	-2.752558	-1.309089	3.09485	3.81261	0.2943819	12.38063	-0.1206617	-1.961967	-0.3934737	-4.093114	47.10256	-1.350951	6.300487	-3.740571	
gi|394953908|ref|NP_001257411.1|	2.052576	1.183703	1.612548	-1.452525	-2.848806	9.699443	2.241285	6.09344	6.409822	-1.497764	-1.457753	-2.62985	-2.107578	-0.4272928	-1.622785	0.4992112	-1.080657	
gi|4506201|ref|NP_002788.1|	-0.9075326	-0.03934731	-1.431134	-1.1371	-2.354705	1.862554	0.8787384	2.41927	6.174904	-1.474869	-1.255196	-3.485571	-0.8008562	0.4771032	18.85922	1.884107	-0.9301938	
gi|16933546|ref|NP_444505.1|	-6.211289	-7.112337	-4.182726	-4.4418	-10.62812	-1.079927	-3.555057	-3.934667	412.0894	-3.543088	-3.636584	-9.469707	-7.415566	-1.311325	0	-5.501354	-7.865103	
gi|83267868|ref|NP_001032584.1|	-1.199368	2.995433	8.550261	-1.177753	-2.209917	16.9521	-1.281428	3.205055	-1.147757	0.9520062	-1.340945	-2.810217	-1.793206	0.284942	2.005136	-2.013514	0.7155394	
gi|260099723|ref|NP_001158886.1|	-2.284702	-2.190158	-0.9643119	-0.9829765	-2.694611	2.579964	1.19643	4.847166	20.79086	-0.6775872	-1.124758	-2.026723	0.8033305	0.3357239	4.322158	0.9329836	-2.263883	
gi|14591909|ref|NP_000960.2|	-3.281508	-6.05089	-1.388102	-3.804932	-7.781999	4.735036	4.455788	5.160833	133.2667	-3.278576	-1.803077	-7.512969	-3.935892	8.712574	0	11.08951	-5.840817	
gi|23110944|ref|NP_002782.1|	-0.5062414	-1.985118	-1.302828	-0.8681207	-2.160134	4.229159	8.754283	5.642335	-0.445476	-1.119287	-0.806275	-2.576384	-1.891552	-0.1644335	13.41489	1.067107	-0.163721	
gi|37537716|ref|NP_892116.2|	-0.2504179	-0.9510192	0.3198665	0.7088551	0.2872565	7.049636	5.178257	7.99256	-0.8503164	-0.5965813	-1.038186	-1.260258	-0.857453	0.1953236	-1.019261	-1.573669	-1.848824	
gi|11024700|ref|NP_036590.1|	0.1020248	-1.182844	0.2804324	-1.186922	-1.518075	-0.5328191	1.531562	3.192133	-1.839673	1.719003	-1.241537	-0.3166768	11.68645	0.6080188	-0.04500583	-1.839549	-0.7803947	
gi|10835067|ref|NP_003133.1|	-1.515451	-5.656817	-2.641104	-3.544673	-7.594249	4.424486	9.180028	8.463383	58.13467	-3.159519	-3.18523	-6.579622	-5.330042	-3.550744	-1.437935	38.98814	4.034123	
gi|24308127|ref|NP_061854.1|	-0.2753617	-1.892076	2.732707	0.7958042	-1.358001	0.7582434	5.278059	13.09099	-1.074823	-0.7114313	-0.8270387	-1.717991	-1.781498	0.5987199	-1.535738	-0.04551375	0.4056632	
gi|19923193|ref|NP_003923.2|	-2.758641	-1.979865	-1.413204	-1.527172	-3.041648	3.0028	0.9863208	1.256338	11.33474	-1.212078	-0.8514209	-3.399305	-1.495311	-1.678346	80.99321	-2.387763	-2.880094	
gi|4507357|ref|NP_003555.1|	0.4104938	-2.104821	0.8295936	-1.292865	-2.959355	4.018133	13.80397	10.20223	0.09354396	-0.970393	-1.087038	-1.489229	-0.8381082	-1.131629	-0.06690371	5.522155	-2.255274	
gi|38202214|ref|NP_006355.2|	-2.20513	-2.179659	-1.076785	-1.391138	3.643648	3.1783	5.069862	-0.655777	32.18007	-1.090968	-1.122134	-1.019533	-2.159072	-1.383556	-1.020578	1.759336	-2.25076	
gi|148491070|ref|NP_001896.2|	3.144199	-2.060581	-0.9938725	-1.494513	-2.290479	0.4492142	10.41512	-0.8659708	8.932264	0	-0.4560684	-2.342036	2.371017	2.062656	-1.040364	3.021908	0.367923	
gi|336176064|ref|NP_001229528.1|	-1.312486	-0.6735843	1.324706	16.56637	-2.632459	2.049944	3.651418	1.475418	-0.8976425	0.8972971	-0.3212909	-1.554854	-0.5630061	-0.3296736	-1.113953	-1.565332	2.124109	
gi|178056552|ref|NP_055680.3|	5.460986	0.2877094	-1.175612	-0.9884376	-0.6143807	5.598021	4.842758	0.2686819	5.68951	-0.8281984	-0.843781	-2.832369	-2.520889	-1.323926	-1.086332	7.083576	3.112179	
gi|14277700|ref|NP_001007.2|	-1.284332	0.9744404	-0.9246071	-0.6908574	-2.066411	-0.2847868	3.376341	3.631357	2.88877	-0.8863466	-0.9175118	-1.427292	-1.570758	0.06185867	-0.8553683	19.80609	0.5424443	
gi|54112117|ref|NP_036565.2|	-2.306442	-2.47583	0.5255977	-1.77414	-4.12363	-0.3427017	4.807644	3.247656	2.176622	-1.272821	-1.303986	-3.746137	-2.840549	7.567143	0	53.86081	-0.2642987	
gi|4758032|ref|NP_004757.1|	-2.457005	-4.419524	-2.525143	-2.522009	173.2939	0.5368769	-1.326049	-1.23956	1.190342	-2.806412	-1.070009	-6.511734	-3.091576	-3.300738	0	-2.25672	-5.543588	
gi|4506221|ref|NP_002807.1|	-0.7550205	-0.8175839	-1.408257	-1.060844	6.269625	0.1840091	7.367136	10.8898	6.449426	-1.307616	-0.8510216	-3.086648	-1.217199	-1.698614	-1.462372	6.306482	-2.871918	
gi|148727341|ref|NP_009109.3|	-0.9106537	-1.439674	-0.8524945	-0.7414743	-1.55346	0.6422513	0.268664	5.354314	-1.642063	3.53433	-0.9120196	-1.577399	-0.05852249	0.8842675	34.95268	-0.03701353	-1.659503	
gi|34101288|ref|NP_059133.1|	2.669159	-2.173116	1.044857	-1.208019	-2.073896	-0.06453024	0.7402626	-1.952166	-2.833329	-0.7881088	-1.310956	0.0216031	-0.1459411	0.03102289	0	55.2138	-2.162435	
gi|21536320|ref|NP_653333.1|	-1.636589	-2.352912	-1.325343	-1.487085	-3.309894	-0.7031144	0.9108296	-1.078742	28.53879	-1.190655	-1.335222	-2.963598	4.23896	5.648759	-1.382009	8.221176	1.14203	
gi|41350320|ref|NP_957516.1|	-1.476481	-1.444621	8.527077	3.087549	-1.790843	0.4544776	1.176663	0.924577	-0.4322038	-0.8774072	-0.6888822	7.153642	-0.131235	-0.4294434	-0.8320445	0.9307613	0.06918149	
gi|193211616|ref|NP_003625.2|	-0.9963927	0.21315	1.833741	-0.2784122	-2.399019	0.002291705	4.977346	3.874677	36.59239	-1.584873	-0.8769813	-3.632673	-2.753291	-1.247542	0	0.3172205	7.579334	
gi|188497758|ref|NP_055662.3|	-4.827095	-4.510295	-2.105528	-3.362654	-7.52506	-0.3176534	-3.00118	-3.060528	-3.421403	-1.067863	-1.083445	-6.150976	-4.644178	-3.29377	-1.377055	332.2309	-3.737272	
gi|194097350|ref|NP_001123476.1|	1.544176	-0.6471008	0	0	-1.188912	2.825877	1.308352	0	17.40937	0	0	-1.000002	-0.8150914	0	3.093133	3.151512	-0.1782466	
gi|17105394|ref|NP_000975.2|	-2.19799	-1.965681	-0.9401624	-1.317201	-0.7892926	2.757061	-0.3742336	-1.409197	9.102381	-0.7617459	0	-2.477574	-1.728321	-1.150952	0	-1.286748	56.61621	
gi|6678271|ref|NP_031401.1|	-1.942241	-1.727958	-0.8776495	-1.176121	-2.629269	0.5416313	2.59692	1.442592	1.971805	-0.9780432	-1.108347	-2.131724	-1.114713	-1.215538	-1.124504	44.14678	0.4916794	
gi|34147630|ref|NP_003312.3|	-0.5509764	-1.496335	-0.7746862	0	-1.834806	1.31879	4.494989	4.204024	-1.432251	9.990777	2.158949	-1.617549	-1.567179	-0.764322	-0.2465354	1.981303	4.589	
gi|4758958|ref|NP_004148.1|	-1.142959	-1.072051	0	-0.7879632	-0.4725813	13.46254	4.861553	5.116569	3.019726	-0.6619586	-0.742781	1.436953	-1.021015	-0.7042859	-0.7243202	0.2614171	-0.8029281	
gi|56118310|ref|NP_073568.2|	-1.822928	-0.9060121	0.1375504	-1.172065	0	75.25787	-1.260176	-0.3699482	-1.80189	3.316088	1.591978	-2.31798	2.021428	2.495086	2.318467	-1.645303	-0.9330118	
gi|56549640|ref|NP_006146.1|	-1.243846	-1.47111	-0.8021294	-0.8570913	-0.5065658	-0.4511709	3.998872	3.707832	9.145681	-0.8305031	-0.8928334	-0.6009199	-1.411567	-0.9799749	2.249925	5.080957	-1.541182	
gi|51873036|ref|NP_002532.2|	2.475382	-0.9325181	0.7000028	-1.048131	-2.4247	11.58291	2.170908	-0.05985181	5.447386	-0.7181254	-0.7325233	5.289079	-1.485881	2.994569	-0.9194458	0.1150152	-1.982663	
gi|4826998|ref|NP_005057.1|	0.2032497	-2.172293	-0.952383	-1.325587	-3.049794	-0.5717984	-0.463851	-1.449932	7.671898	-1.211066	-1.108853	-2.679769	-2.112751	0.8187233	-1.304601	72.62196	-2.247424	
gi|18375623|ref|NP_542165.1|	-1.983861	-1.897997	-1.082962	-1.212331	-2.125201	-0.5657378	0.3566535	0.1729013	-0.3813328	-0.9919165	-0.7425899	-0.6582761	-0.07333836	2.334021	-0.6491338	50.01376	-1.923921	
gi|7305503|ref|NP_038470.1|	-1.155308	-1.558231	-0.8207982	-0.9193207	-2.288161	-0.308629	0.5011035	-0.8489366	4.734359	-0.947897	-0.9334066	-2.145877	0.2373095	-0.8173755	0.7396596	37.84594	-1.808808	
gi|38327552|ref|NP_938405.1|	-0.4658988	-1.48685	0	0.7831193	1.167344	2.906856	2.117663	-1.137627	26.42838	-0.6899321	0	-2.132368	-1.633597	-1.020391	-0.8789329	6.862064	-0.04979677	
gi|4507129|ref|NP_003085.1|	-0.4973917	-1.025012	1.144852	-0.5569769	-0.5575347	1.153827	-0.2694888	-0.6886541	0.3031954	-0.5188033	-0.6066736	-1.318904	-0.04977134	0.9842502	-0.6222397	15.4212	0.7086646	
gi|94721241|ref|NP_002152.2|	-1.224336	-1.300141	0.7823186	0.4404123	-1.655279	2.087494	6.257311	2.489384	-0.2850972	-0.8372872	-0.7951371	-0.2345589	-1.446929	0.7091592	0	7.44127	-0.9384255	
gi|13435356|ref|NP_006109.2|	-1.297939	-0.6529413	0	0.55424	-1.712296	-0.01920016	2.052419	2.232431	0.7523061	0.8596294	10.20944	-1.470543	3.549572	-0.8119142	0	-1.018348	3.936256	
gi|283135173|ref|NP_001164408.1|	-3.572392	-3.725379	-2.402341	0	-3.336571	-0.778673	-1.797821	-2.843343	1.552292	-1.521427	0	-3.210741	-4.103322	-2.445195	0	272.005	-3.904692	
gi|18087855|ref|NP_542408.1|	-0.6581497	-0.6108775	0	-0.4657415	0	8.350242	0.5995993	0.6896051	1.14071	1.560234	0	1.105846	-0.7203221	1.201046	0.1999565	0.101864	-0.2673845	
gi|7657015|ref|NP_055121.1|	-1.431501	-1.49807	0.7750951	-1.143459	-2.559416	-0.4966997	2.771707	2.044822	5.64048	-0.8665489	-0.7253717	-1.201898	-1.572451	-0.5436362	0	30.86432	-0.6464415	
gi|5032093|ref|NP_005619.1|	-0.5837896	-0.882541	-0.3829261	-0.5318357	-1.046527	9.331661	5.061714	0.2821099	1.382919	-0.5252259	-0.188586	-1.151018	-0.6742273	-0.04247674	-0.1056649	1.193367	0.2040757	
gi|16753203|ref|NP_038466.2|	7.247619	6.265565	-0.6322602	-0.2908605	-1.595433	0	1.883716	0	13.40323	0	-0.5720603	-0.8738135	-1.011988	-0.582769	-0.6787514	1.871684	-0.7725488	
gi|208431793|ref|NP_001129115.1|	0.7606511	1.772249	-0.5940157	-0.7422997	-1.660122	0.444649	4.006266	11.30901	-0.8801317	-0.4077084	0	-1.151191	-1.040556	-0.3942928	1.234843	2.255832	-1.241677	
gi|16753207|ref|NP_038472.2|	-0.3638049	0	-0.4100699	0	-1.039876	3.173626	0.2827731	10.67307	1.297267	0.2149889	-0.4239335	0.09420349	-0.5072724	0.8255378	-0.4565611	1.042133	-0.624422	
gi|5032087|ref|NP_005868.1|	-1.499547	-1.288704	-0.7379496	-1.0114	-2.165815	1.928582	4.650098	6.789438	2.130784	-0.8682296	0	0.1057358	-1.220656	-1.017513	0	30.95967	-1.300372	
gi|77404397|ref|NP_055205.2|	-1.221179	0	0	-0.7154194	-1.556418	0.4347357	1.29451	0.5605664	20.14893	-0.5665036	-0.5820861	-0.7199604	-1.052948	0.602648	0	9.489972	-0.9375655	
gi|38372919|ref|NP_001719.2|	-0.1797095	-1.334663	0	-0.9975148	-2.29816	0.7122584	1.193095	-1.14443	27.13966	-0.9181386	0	-2.172052	-1.258109	2.900013	-0.3838248	7.408027	-0.3922533	
gi|7661952|ref|NP_055521.1|	5.691974	2.503385	-0.9242352	-1.130545	-1.625337	2.150432	7.370604	-0.5598903	4.662036	0	0	-0.886164	-1.739237	-1.10697	0	7.578907	-1.551034	
gi|15431297|ref|NP_000968.2|	3.58662	5.389015	4.059943	-1.199022	-3.063156	0.5598194	-1.281428	-1.327816	14.46909	-1.246643	-1.132571	-2.810217	0	0.284942	0	-1.687532	20.62817	
gi|55749531|ref|NP_006833.2|	-1.578665	-1.694374	-0.9104296	-1.271998	-2.694897	-0.2669462	4.228203	5.673361	-1.947524	-1.12716	-0.7575066	-0.6358392	-1.93005	-0.8007159	0	69.75075	-2.165509	
gi|192807312|ref|NP_001122316.1|	14.97921	3.128524	-1.062152	-0.232525	-1.587	-0.5518644	0.823403	1.018416	-1.324588	0	0	14.90492	-1.820297	-1.080668	-1.155134	3.426438	-1.055062	
gi|392494084|ref|NP_001254739.1|	-0.03524166	4.640383	-0.743068	-0.1392061	0.8863781	-0.1531685	0.274363	-0.8992973	4.296068	-0.7986011	0	-1.836704	-1.281971	-0.8782565	0	0.1586103	12.53108	
gi|395132436|ref|NP_001257419.1|	2.680932	2.893657	-0.5060348	-0.8415036	-1.374113	0.6797073	1.255072	-0.1509432	10.88468	-0.6136272	0	-1.388159	-1.126287	-0.8113669	0	-0.006285247	9.763887	
